home 
185.6621,230.7552,-68.9271
176.0301,227.1834,-68.6291
171.0935,225.7434,-68.8199
164.3589,225.4148,-70.1602
164.3589,225.4148,-70.1602
157.4543,225.8253,-72.5115
152.4339,226.5943,-75.3091
148.6535,228.6075,-77.9198
148.6535,228.6075,-77.9198
147.1386,231.8240,-80.1641
154.4608,235.1625,-75.4424
158.0137,236.3779,-72.0224
158.0137,236.3779,-72.0224
163.0355,238.5159,-69.1863
177.6508,241.6447,-66.7705
183.7817,243.5157,-66.9085
191.6313,246.9685,-70.2619
194.1060,250.7979,-73.8401
194.5300,254.6429,-75.0452
195.2998,257.5028,-75.7639
193.7076,259.2941,-75.8503
192.3330,259.1514,-73.4967
192.3330,259.1514,-73.4967
179.8387,251.3555,-67.6335
173.7217,249.5424,-67.2300
167.3363,247.7009,-66.6824
167.3363,247.7009,-66.6824
161.5796,246.6015,-67.1466
151.4411,246.0813,-72.5381
148.1774,246.1187,-75.5046
147.3744,245.9575,-76.7099
150.3068,247.4752,-75.1219
156.2972,249.6048,-71.1886
159.4772,251.6820,-68.1096
163.9078,254.6886,-65.6649
175.1380,258.8626,-63.9869
175.1380,258.8626,-63.9869
180.5702,261.1991,-65.8252
185.5381,264.0640,-66.8540
181.8630,268.0323,-68.1416
167.9438,267.4661,-68.2882
161.6271,265.5543,-68.3815
153.6280,265.1183,-69.0258
147.1830,263.7937,-71.6630
142.8933,264.3087,-76.8050
139.6555,264.3535,-79.1856
135.1787,264.0326,-83.6303
138.9667,265.3398,-80.3315
145.2472,265.3313,-74.7242
148.9460,264.4925,-73.0275
151.4294,266.7911,-71.7510
151.4294,266.7911,-71.7510
143.1986,270.6002,-73.4632
137.5172,272.5489,-79.2964
135.9670,273.3962,-80.9440
145.9595,269.9785,-74.5939
153.2494,270.7164,-70.3881
156.7968,274.3337,-68.7659
155.4166,278.3606,-68.3734
152.4694,280.2694,-68.5720
149.0036,280.9293,-68.7978
146.7612,279.4656,-69.8356
146.2499,279.2111,-71.9477
146.6892,281.1846,-74.9158
143.0090,280.8689,-77.5352
141.3879,281.0880,-80.1464
146.7608,279.9610,-73.2180
152.3383,278.1576,-71.8736
152.3383,278.1576,-71.8736
162.1926,285.8263,-68.6251
